district_gadm,state_gadm,year,q,quarter,quarter_num
Pune,Maharashtra,2024,2,2024Q2,38
Pune,Maharashtra,2024,3,2024Q3,39
Pune,Maharashtra,2024,4,2024Q4,40
Raigarh,Maharashtra,2015,1,2015Q1,1
Raigarh,Maharashtra,2015,2,2015Q2,2
Raigarh,Maharashtra,2015,3,2015Q3,3
Raigarh,Maharashtra,2015,4,2015Q4,4
Raigarh,Maharashtra,2016,1,2016Q1,5
Raigarh,Maharashtra,2016,2,2016Q2,6
Raigarh,Maharashtra,2016,3,2016Q3,7
Raigarh,Maharashtra,2016,4,2016Q4,8
Raigarh,Maharashtra,2017,1,2017Q1,9
Raigarh,Maharashtra,2017,2,2017Q2,10
Raigarh,Maharashtra,2017,3,2017Q3,11
Raigarh,Maharashtra,2017,4,2017Q4,12
Raigarh,Maharashtra,2018,1,2018Q1,13
Raigarh,Maharashtra,2018,2,2018Q2,14
Raigarh,Maharashtra,2018,3,2018Q3,15
Raigarh,Maharashtra,2018,4,2018Q4,16
Raigarh,Maharashtra,2019,1,2019Q1,17
Raigarh,Maharashtra,2019,2,2019Q2,18
Raigarh,Maharashtra,2019,3,2019Q3,19
Raigarh,Maharashtra,2019,4,2019Q4,20
Raigarh,Maharashtra,2020,1,2020Q1,21
Raigarh,Maharashtra,2020,2,2020Q2,22
Raigarh,Maharashtra,2020,3,2020Q3,23
Raigarh,Maharashtra,2020,4,2020Q4,24
Raigarh,Maharashtra,2021,1,2021Q1,25
Raigarh,Maharashtra,2021,2,2021Q2,26
Raigarh,Maharashtra,2021,3,2021Q3,27
Raigarh,Maharashtra,2021,4,2021Q4,28
Raigarh,Maharashtra,2022,1,2022Q1,29
Raigarh,Maharashtra,2022,2,2022Q2,30
Raigarh,Maharashtra,2022,3,2022Q3,31
Raigarh,Maharashtra,2022,4,2022Q4,32
Raigarh,Maharashtra,2023,1,2023Q1,33
Raigarh,Maharashtra,2023,2,2023Q2,34
Raigarh,Maharashtra,2023,3,2023Q3,35
Raigarh,Maharashtra,2023,4,2023Q4,36
Raigarh,Maharashtra,2024,1,2024Q1,37
Raigarh,Maharashtra,2024,2,2024Q2,38
Raigarh,Maharashtra,2024,3,2024Q3,39
Raigarh,Maharashtra,2024,4,2024Q4,40
Ratnagiri,Maharashtra,2015,1,2015Q1,1
Ratnagiri,Maharashtra,2015,2,2015Q2,2
Ratnagiri,Maharashtra,2015,3,2015Q3,3
Ratnagiri,Maharashtra,2015,4,2015Q4,4
Ratnagiri,Maharashtra,2016,1,2016Q1,5
Ratnagiri,Maharashtra,2016,2,2016Q2,6
Ratnagiri,Maharashtra,2016,3,2016Q3,7
Ratnagiri,Maharashtra,2016,4,2016Q4,8
Ratnagiri,Maharashtra,2017,1,2017Q1,9
Ratnagiri,Maharashtra,2017,2,2017Q2,10
Ratnagiri,Maharashtra,2017,3,2017Q3,11
Ratnagiri,Maharashtra,2017,4,2017Q4,12
Ratnagiri,Maharashtra,2018,1,2018Q1,13
Ratnagiri,Maharashtra,2018,2,2018Q2,14
Ratnagiri,Maharashtra,2018,3,2018Q3,15
Ratnagiri,Maharashtra,2018,4,2018Q4,16
Ratnagiri,Maharashtra,2019,1,2019Q1,17
Ratnagiri,Maharashtra,2019,2,2019Q2,18
Ratnagiri,Maharashtra,2019,3,2019Q3,19
Ratnagiri,Maharashtra,2019,4,2019Q4,20
Ratnagiri,Maharashtra,2020,1,2020Q1,21
Ratnagiri,Maharashtra,2020,2,2020Q2,22
Ratnagiri,Maharashtra,2020,3,2020Q3,23
Ratnagiri,Maharashtra,2020,4,2020Q4,24
Ratnagiri,Maharashtra,2021,1,2021Q1,25
Ratnagiri,Maharashtra,2021,2,2021Q2,26
Ratnagiri,Maharashtra,2021,3,2021Q3,27
Ratnagiri,Maharashtra,2021,4,2021Q4,28
Ratnagiri,Maharashtra,2022,1,2022Q1,29
Ratnagiri,Maharashtra,2022,2,2022Q2,30
Ratnagiri,Maharashtra,2022,3,2022Q3,31
Ratnagiri,Maharashtra,2022,4,2022Q4,32
Ratnagiri,Maharashtra,2023,1,2023Q1,33
Ratnagiri,Maharashtra,2023,2,2023Q2,34
Ratnagiri,Maharashtra,2023,3,2023Q3,35
Ratnagiri,Maharashtra,2023,4,2023Q4,36
Ratnagiri,Maharashtra,2024,1,2024Q1,37
Ratnagiri,Maharashtra,2024,2,2024Q2,38
Ratnagiri,Maharashtra,2024,3,2024Q3,39
Ratnagiri,Maharashtra,2024,4,2024Q4,40
Sangli,Maharashtra,2015,1,2015Q1,1
Sangli,Maharashtra,2015,2,2015Q2,2
Sangli,Maharashtra,2015,3,2015Q3,3
Sangli,Maharashtra,2015,4,2015Q4,4
Sangli,Maharashtra,2016,1,2016Q1,5
Sangli,Maharashtra,2016,2,2016Q2,6
Sangli,Maharashtra,2016,3,2016Q3,7
Sangli,Maharashtra,2016,4,2016Q4,8
Sangli,Maharashtra,2017,1,2017Q1,9
Sangli,Maharashtra,2017,2,2017Q2,10
Sangli,Maharashtra,2017,3,2017Q3,11
Sangli,Maharashtra,2017,4,2017Q4,12
Sangli,Maharashtra,2018,1,2018Q1,13
Sangli,Maharashtra,2018,2,2018Q2,14
Sangli,Maharashtra,2018,3,2018Q3,15
Sangli,Maharashtra,2018,4,2018Q4,16
Sangli,Maharashtra,2019,1,2019Q1,17
Sangli,Maharashtra,2019,2,2019Q2,18
Sangli,Maharashtra,2019,3,2019Q3,19
Sangli,Maharashtra,2019,4,2019Q4,20
Sangli,Maharashtra,2020,1,2020Q1,21
Sangli,Maharashtra,2020,2,2020Q2,22
Sangli,Maharashtra,2020,3,2020Q3,23
Sangli,Maharashtra,2020,4,2020Q4,24
Sangli,Maharashtra,2021,1,2021Q1,25
Sangli,Maharashtra,2021,2,2021Q2,26
Sangli,Maharashtra,2021,3,2021Q3,27
Sangli,Maharashtra,2021,4,2021Q4,28
Sangli,Maharashtra,2022,1,2022Q1,29
Sangli,Maharashtra,2022,2,2022Q2,30
Sangli,Maharashtra,2022,3,2022Q3,31
Sangli,Maharashtra,2022,4,2022Q4,32
Sangli,Maharashtra,2023,1,2023Q1,33
Sangli,Maharashtra,2023,2,2023Q2,34
Sangli,Maharashtra,2023,3,2023Q3,35
Sangli,Maharashtra,2023,4,2023Q4,36
Sangli,Maharashtra,2024,1,2024Q1,37
Sangli,Maharashtra,2024,2,2024Q2,38
Sangli,Maharashtra,2024,3,2024Q3,39
Sangli,Maharashtra,2024,4,2024Q4,40
Satara,Maharashtra,2015,1,2015Q1,1
Satara,Maharashtra,2015,2,2015Q2,2
Satara,Maharashtra,2015,3,2015Q3,3
Satara,Maharashtra,2015,4,2015Q4,4
Satara,Maharashtra,2016,1,2016Q1,5
Satara,Maharashtra,2016,2,2016Q2,6
Satara,Maharashtra,2016,3,2016Q3,7
Satara,Maharashtra,2016,4,2016Q4,8
Satara,Maharashtra,2017,1,2017Q1,9
Satara,Maharashtra,2017,2,2017Q2,10
Satara,Maharashtra,2017,3,2017Q3,11
Satara,Maharashtra,2017,4,2017Q4,12
Satara,Maharashtra,2018,1,2018Q1,13
Satara,Maharashtra,2018,2,2018Q2,14
Satara,Maharashtra,2018,3,2018Q3,15
Satara,Maharashtra,2018,4,2018Q4,16
Satara,Maharashtra,2019,1,2019Q1,17
Satara,Maharashtra,2019,2,2019Q2,18
Satara,Maharashtra,2019,3,2019Q3,19
Satara,Maharashtra,2019,4,2019Q4,20
Satara,Maharashtra,2020,1,2020Q1,21
Satara,Maharashtra,2020,2,2020Q2,22
Satara,Maharashtra,2020,3,2020Q3,23
Satara,Maharashtra,2020,4,2020Q4,24
Satara,Maharashtra,2021,1,2021Q1,25
Satara,Maharashtra,2021,2,2021Q2,26
Satara,Maharashtra,2021,3,2021Q3,27
Satara,Maharashtra,2021,4,2021Q4,28
Satara,Maharashtra,2022,1,2022Q1,29
Satara,Maharashtra,2022,2,2022Q2,30
Satara,Maharashtra,2022,3,2022Q3,31
Satara,Maharashtra,2022,4,2022Q4,32
Satara,Maharashtra,2023,1,2023Q1,33
Satara,Maharashtra,2023,2,2023Q2,34
Satara,Maharashtra,2023,3,2023Q3,35
Satara,Maharashtra,2023,4,2023Q4,36
Satara,Maharashtra,2024,1,2024Q1,37
Satara,Maharashtra,2024,2,2024Q2,38
Satara,Maharashtra,2024,3,2024Q3,39
Satara,Maharashtra,2024,4,2024Q4,40
Sindhudurg,Maharashtra,2015,1,2015Q1,1
Sindhudurg,Maharashtra,2015,2,2015Q2,2
Sindhudurg,Maharashtra,2015,3,2015Q3,3
Sindhudurg,Maharashtra,2015,4,2015Q4,4
Sindhudurg,Maharashtra,2016,1,2016Q1,5
Sindhudurg,Maharashtra,2016,2,2016Q2,6
Sindhudurg,Maharashtra,2016,3,2016Q3,7
Sindhudurg,Maharashtra,2016,4,2016Q4,8
Sindhudurg,Maharashtra,2017,1,2017Q1,9
Sindhudurg,Maharashtra,2017,2,2017Q2,10
Sindhudurg,Maharashtra,2017,3,2017Q3,11
Sindhudurg,Maharashtra,2017,4,2017Q4,12
Sindhudurg,Maharashtra,2018,1,2018Q1,13
Sindhudurg,Maharashtra,2018,2,2018Q2,14
Sindhudurg,Maharashtra,2018,3,2018Q3,15
Sindhudurg,Maharashtra,2018,4,2018Q4,16
Sindhudurg,Maharashtra,2019,1,2019Q1,17
Sindhudurg,Maharashtra,2019,2,2019Q2,18
Sindhudurg,Maharashtra,2019,3,2019Q3,19
Sindhudurg,Maharashtra,2019,4,2019Q4,20
Sindhudurg,Maharashtra,2020,1,2020Q1,21
Sindhudurg,Maharashtra,2020,2,2020Q2,22
Sindhudurg,Maharashtra,2020,3,2020Q3,23
Sindhudurg,Maharashtra,2020,4,2020Q4,24
Sindhudurg,Maharashtra,2021,1,2021Q1,25
Sindhudurg,Maharashtra,2021,2,2021Q2,26
Sindhudurg,Maharashtra,2021,3,2021Q3,27
Sindhudurg,Maharashtra,2021,4,2021Q4,28
Sindhudurg,Maharashtra,2022,1,2022Q1,29
Sindhudurg,Maharashtra,2022,2,2022Q2,30
Sindhudurg,Maharashtra,2022,3,2022Q3,31
Sindhudurg,Maharashtra,2022,4,2022Q4,32
Sindhudurg,Maharashtra,2023,1,2023Q1,33
Sindhudurg,Maharashtra,2023,2,2023Q2,34
Sindhudurg,Maharashtra,2023,3,2023Q3,35
Sindhudurg,Maharashtra,2023,4,2023Q4,36
Sindhudurg,Maharashtra,2024,1,2024Q1,37
Sindhudurg,Maharashtra,2024,2,2024Q2,38
Sindhudurg,Maharashtra,2024,3,2024Q3,39
Sindhudurg,Maharashtra,2024,4,2024Q4,40
Solapur,Maharashtra,2015,1,2015Q1,1
Solapur,Maharashtra,2015,2,2015Q2,2
Solapur,Maharashtra,2015,3,2015Q3,3
Solapur,Maharashtra,2015,4,2015Q4,4
Solapur,Maharashtra,2016,1,2016Q1,5
Solapur,Maharashtra,2016,2,2016Q2,6
Solapur,Maharashtra,2016,3,2016Q3,7
Solapur,Maharashtra,2016,4,2016Q4,8
Solapur,Maharashtra,2017,1,2017Q1,9
Solapur,Maharashtra,2017,2,2017Q2,10
Solapur,Maharashtra,2017,3,2017Q3,11
Solapur,Maharashtra,2017,4,2017Q4,12
Solapur,Maharashtra,2018,1,2018Q1,13
Solapur,Maharashtra,2018,2,2018Q2,14
Solapur,Maharashtra,2018,3,2018Q3,15
Solapur,Maharashtra,2018,4,2018Q4,16
Solapur,Maharashtra,2019,1,2019Q1,17
Solapur,Maharashtra,2019,2,2019Q2,18
Solapur,Maharashtra,2019,3,2019Q3,19
Solapur,Maharashtra,2019,4,2019Q4,20
Solapur,Maharashtra,2020,1,2020Q1,21
Solapur,Maharashtra,2020,2,2020Q2,22
Solapur,Maharashtra,2020,3,2020Q3,23
Solapur,Maharashtra,2020,4,2020Q4,24
Solapur,Maharashtra,2021,1,2021Q1,25
Solapur,Maharashtra,2021,2,2021Q2,26
Solapur,Maharashtra,2021,3,2021Q3,27
Solapur,Maharashtra,2021,4,2021Q4,28
Solapur,Maharashtra,2022,1,2022Q1,29
Solapur,Maharashtra,2022,2,2022Q2,30
Solapur,Maharashtra,2022,3,2022Q3,31
Solapur,Maharashtra,2022,4,2022Q4,32
Solapur,Maharashtra,2023,1,2023Q1,33
Solapur,Maharashtra,2023,2,2023Q2,34
Solapur,Maharashtra,2023,3,2023Q3,35
Solapur,Maharashtra,2023,4,2023Q4,36
Solapur,Maharashtra,2024,1,2024Q1,37
Solapur,Maharashtra,2024,2,2024Q2,38
Solapur,Maharashtra,2024,3,2024Q3,39
Solapur,Maharashtra,2024,4,2024Q4,40
Thane,Maharashtra,2015,1,2015Q1,1
Thane,Maharashtra,2015,2,2015Q2,2
Thane,Maharashtra,2015,3,2015Q3,3
Thane,Maharashtra,2015,4,2015Q4,4
Thane,Maharashtra,2016,1,2016Q1,5
Thane,Maharashtra,2016,2,2016Q2,6
Thane,Maharashtra,2016,3,2016Q3,7
Thane,Maharashtra,2016,4,2016Q4,8
Thane,Maharashtra,2017,1,2017Q1,9
Thane,Maharashtra,2017,2,2017Q2,10
Thane,Maharashtra,2017,3,2017Q3,11
Thane,Maharashtra,2017,4,2017Q4,12
Thane,Maharashtra,2018,1,2018Q1,13
Thane,Maharashtra,2018,2,2018Q2,14
Thane,Maharashtra,2018,3,2018Q3,15
Thane,Maharashtra,2018,4,2018Q4,16
Thane,Maharashtra,2019,1,2019Q1,17
Thane,Maharashtra,2019,2,2019Q2,18
Thane,Maharashtra,2019,3,2019Q3,19
Thane,Maharashtra,2019,4,2019Q4,20
Thane,Maharashtra,2020,1,2020Q1,21
Thane,Maharashtra,2020,2,2020Q2,22
Thane,Maharashtra,2020,3,2020Q3,23
Thane,Maharashtra,2020,4,2020Q4,24
Thane,Maharashtra,2021,1,2021Q1,25
Thane,Maharashtra,2021,2,2021Q2,26
Thane,Maharashtra,2021,3,2021Q3,27
Thane,Maharashtra,2021,4,2021Q4,28
Thane,Maharashtra,2022,1,2022Q1,29
Thane,Maharashtra,2022,2,2022Q2,30
Thane,Maharashtra,2022,3,2022Q3,31
Thane,Maharashtra,2022,4,2022Q4,32
Thane,Maharashtra,2023,1,2023Q1,33
Thane,Maharashtra,2023,2,2023Q2,34
Thane,Maharashtra,2023,3,2023Q3,35
Thane,Maharashtra,2023,4,2023Q4,36
Thane,Maharashtra,2024,1,2024Q1,37
Thane,Maharashtra,2024,2,2024Q2,38
Thane,Maharashtra,2024,3,2024Q3,39
Thane,Maharashtra,2024,4,2024Q4,40
Wardha,Maharashtra,2015,1,2015Q1,1
Wardha,Maharashtra,2015,2,2015Q2,2
Wardha,Maharashtra,2015,3,2015Q3,3
Wardha,Maharashtra,2015,4,2015Q4,4
Wardha,Maharashtra,2016,1,2016Q1,5
Wardha,Maharashtra,2016,2,2016Q2,6
Wardha,Maharashtra,2016,3,2016Q3,7
Wardha,Maharashtra,2016,4,2016Q4,8
Wardha,Maharashtra,2017,1,2017Q1,9
Wardha,Maharashtra,2017,2,2017Q2,10
Wardha,Maharashtra,2017,3,2017Q3,11
Wardha,Maharashtra,2017,4,2017Q4,12
Wardha,Maharashtra,2018,1,2018Q1,13
Wardha,Maharashtra,2018,2,2018Q2,14
Wardha,Maharashtra,2018,3,2018Q3,15
Wardha,Maharashtra,2018,4,2018Q4,16
Wardha,Maharashtra,2019,1,2019Q1,17
Wardha,Maharashtra,2019,2,2019Q2,18
Wardha,Maharashtra,2019,3,2019Q3,19
Wardha,Maharashtra,2019,4,2019Q4,20
Wardha,Maharashtra,2020,1,2020Q1,21
Wardha,Maharashtra,2020,2,2020Q2,22
Wardha,Maharashtra,2020,3,2020Q3,23
Wardha,Maharashtra,2020,4,2020Q4,24
Wardha,Maharashtra,2021,1,2021Q1,25
Wardha,Maharashtra,2021,2,2021Q2,26
Wardha,Maharashtra,2021,3,2021Q3,27
Wardha,Maharashtra,2021,4,2021Q4,28
Wardha,Maharashtra,2022,1,2022Q1,29
Wardha,Maharashtra,2022,2,2022Q2,30
Wardha,Maharashtra,2022,3,2022Q3,31
Wardha,Maharashtra,2022,4,2022Q4,32
Wardha,Maharashtra,2023,1,2023Q1,33
Wardha,Maharashtra,2023,2,2023Q2,34
Wardha,Maharashtra,2023,3,2023Q3,35
Wardha,Maharashtra,2023,4,2023Q4,36
Wardha,Maharashtra,2024,1,2024Q1,37
Wardha,Maharashtra,2024,2,2024Q2,38
Wardha,Maharashtra,2024,3,2024Q3,39
Wardha,Maharashtra,2024,4,2024Q4,40
Washim,Maharashtra,2015,1,2015Q1,1
Washim,Maharashtra,2015,2,2015Q2,2
Washim,Maharashtra,2015,3,2015Q3,3
Washim,Maharashtra,2015,4,2015Q4,4
Washim,Maharashtra,2016,1,2016Q1,5
Washim,Maharashtra,2016,2,2016Q2,6
Washim,Maharashtra,2016,3,2016Q3,7
Washim,Maharashtra,2016,4,2016Q4,8
Washim,Maharashtra,2017,1,2017Q1,9
Washim,Maharashtra,2017,2,2017Q2,10
Washim,Maharashtra,2017,3,2017Q3,11
Washim,Maharashtra,2017,4,2017Q4,12
Washim,Maharashtra,2018,1,2018Q1,13
Washim,Maharashtra,2018,2,2018Q2,14
Washim,Maharashtra,2018,3,2018Q3,15
Washim,Maharashtra,2018,4,2018Q4,16
Washim,Maharashtra,2019,1,2019Q1,17
Washim,Maharashtra,2019,2,2019Q2,18
Washim,Maharashtra,2019,3,2019Q3,19
Washim,Maharashtra,2019,4,2019Q4,20
Washim,Maharashtra,2020,1,2020Q1,21
Washim,Maharashtra,2020,2,2020Q2,22
Washim,Maharashtra,2020,3,2020Q3,23
Washim,Maharashtra,2020,4,2020Q4,24
Washim,Maharashtra,2021,1,2021Q1,25
Washim,Maharashtra,2021,2,2021Q2,26
Washim,Maharashtra,2021,3,2021Q3,27
Washim,Maharashtra,2021,4,2021Q4,28
Washim,Maharashtra,2022,1,2022Q1,29
Washim,Maharashtra,2022,2,2022Q2,30
Washim,Maharashtra,2022,3,2022Q3,31
Washim,Maharashtra,2022,4,2022Q4,32
Washim,Maharashtra,2023,1,2023Q1,33
Washim,Maharashtra,2023,2,2023Q2,34
Washim,Maharashtra,2023,3,2023Q3,35
Washim,Maharashtra,2023,4,2023Q4,36
Washim,Maharashtra,2024,1,2024Q1,37
Washim,Maharashtra,2024,2,2024Q2,38
Washim,Maharashtra,2024,3,2024Q3,39
Washim,Maharashtra,2024,4,2024Q4,40
Yavatmal,Maharashtra,2015,1,2015Q1,1
Yavatmal,Maharashtra,2015,2,2015Q2,2
Yavatmal,Maharashtra,2015,3,2015Q3,3
Yavatmal,Maharashtra,2015,4,2015Q4,4
Yavatmal,Maharashtra,2016,1,2016Q1,5
Yavatmal,Maharashtra,2016,2,2016Q2,6
Yavatmal,Maharashtra,2016,3,2016Q3,7
Yavatmal,Maharashtra,2016,4,2016Q4,8
Yavatmal,Maharashtra,2017,1,2017Q1,9
Yavatmal,Maharashtra,2017,2,2017Q2,10
Yavatmal,Maharashtra,2017,3,2017Q3,11
Yavatmal,Maharashtra,2017,4,2017Q4,12
Yavatmal,Maharashtra,2018,1,2018Q1,13
Yavatmal,Maharashtra,2018,2,2018Q2,14
Yavatmal,Maharashtra,2018,3,2018Q3,15
Yavatmal,Maharashtra,2018,4,2018Q4,16
Yavatmal,Maharashtra,2019,1,2019Q1,17
Yavatmal,Maharashtra,2019,2,2019Q2,18
Yavatmal,Maharashtra,2019,3,2019Q3,19
Yavatmal,Maharashtra,2019,4,2019Q4,20
Yavatmal,Maharashtra,2020,1,2020Q1,21
Yavatmal,Maharashtra,2020,2,2020Q2,22
Yavatmal,Maharashtra,2020,3,2020Q3,23
Yavatmal,Maharashtra,2020,4,2020Q4,24
Yavatmal,Maharashtra,2021,1,2021Q1,25
Yavatmal,Maharashtra,2021,2,2021Q2,26
Yavatmal,Maharashtra,2021,3,2021Q3,27
Yavatmal,Maharashtra,2021,4,2021Q4,28
Yavatmal,Maharashtra,2022,1,2022Q1,29
Yavatmal,Maharashtra,2022,2,2022Q2,30
Yavatmal,Maharashtra,2022,3,2022Q3,31
Yavatmal,Maharashtra,2022,4,2022Q4,32
Yavatmal,Maharashtra,2023,1,2023Q1,33
Yavatmal,Maharashtra,2023,2,2023Q2,34
Yavatmal,Maharashtra,2023,3,2023Q3,35
Yavatmal,Maharashtra,2023,4,2023Q4,36
Yavatmal,Maharashtra,2024,1,2024Q1,37
Yavatmal,Maharashtra,2024,2,2024Q2,38
Yavatmal,Maharashtra,2024,3,2024Q3,39
Yavatmal,Maharashtra,2024,4,2024Q4,40
Bishnupur,Manipur,2015,1,2015Q1,1
Bishnupur,Manipur,2015,2,2015Q2,2
Bishnupur,Manipur,2015,3,2015Q3,3
Bishnupur,Manipur,2015,4,2015Q4,4
Bishnupur,Manipur,2016,1,2016Q1,5
Bishnupur,Manipur,2016,2,2016Q2,6
Bishnupur,Manipur,2016,3,2016Q3,7
Bishnupur,Manipur,2016,4,2016Q4,8
Bishnupur,Manipur,2017,1,2017Q1,9
Bishnupur,Manipur,2017,2,2017Q2,10
Bishnupur,Manipur,2017,3,2017Q3,11
Bishnupur,Manipur,2017,4,2017Q4,12
Bishnupur,Manipur,2018,1,2018Q1,13
Bishnupur,Manipur,2018,2,2018Q2,14
Bishnupur,Manipur,2018,3,2018Q3,15
Bishnupur,Manipur,2018,4,2018Q4,16
Bishnupur,Manipur,2019,1,2019Q1,17
Bishnupur,Manipur,2019,2,2019Q2,18
Bishnupur,Manipur,2019,3,2019Q3,19
Bishnupur,Manipur,2019,4,2019Q4,20
Bishnupur,Manipur,2020,1,2020Q1,21
Bishnupur,Manipur,2020,2,2020Q2,22
Bishnupur,Manipur,2020,3,2020Q3,23
Bishnupur,Manipur,2020,4,2020Q4,24
Bishnupur,Manipur,2021,1,2021Q1,25
Bishnupur,Manipur,2021,2,2021Q2,26
Bishnupur,Manipur,2021,3,2021Q3,27
Bishnupur,Manipur,2021,4,2021Q4,28
Bishnupur,Manipur,2022,1,2022Q1,29
Bishnupur,Manipur,2022,2,2022Q2,30
Bishnupur,Manipur,2022,3,2022Q3,31
Bishnupur,Manipur,2022,4,2022Q4,32
Bishnupur,Manipur,2023,1,2023Q1,33
Bishnupur,Manipur,2023,2,2023Q2,34
Bishnupur,Manipur,2023,3,2023Q3,35
Bishnupur,Manipur,2023,4,2023Q4,36
Bishnupur,Manipur,2024,1,2024Q1,37
Bishnupur,Manipur,2024,2,2024Q2,38
Bishnupur,Manipur,2024,3,2024Q3,39
Bishnupur,Manipur,2024,4,2024Q4,40
Chandel,Manipur,2015,1,2015Q1,1
Chandel,Manipur,2015,2,2015Q2,2
Chandel,Manipur,2015,3,2015Q3,3
Chandel,Manipur,2015,4,2015Q4,4
Chandel,Manipur,2016,1,2016Q1,5
Chandel,Manipur,2016,2,2016Q2,6
Chandel,Manipur,2016,3,2016Q3,7
Chandel,Manipur,2016,4,2016Q4,8
Chandel,Manipur,2017,1,2017Q1,9
Chandel,Manipur,2017,2,2017Q2,10
Chandel,Manipur,2017,3,2017Q3,11
Chandel,Manipur,2017,4,2017Q4,12
Chandel,Manipur,2018,1,2018Q1,13
Chandel,Manipur,2018,2,2018Q2,14
Chandel,Manipur,2018,3,2018Q3,15
Chandel,Manipur,2018,4,2018Q4,16
Chandel,Manipur,2019,1,2019Q1,17
Chandel,Manipur,2019,2,2019Q2,18
Chandel,Manipur,2019,3,2019Q3,19
Chandel,Manipur,2019,4,2019Q4,20
Chandel,Manipur,2020,1,2020Q1,21
Chandel,Manipur,2020,2,2020Q2,22
Chandel,Manipur,2020,3,2020Q3,23
Chandel,Manipur,2020,4,2020Q4,24
Chandel,Manipur,2021,1,2021Q1,25
Chandel,Manipur,2021,2,2021Q2,26
Chandel,Manipur,2021,3,2021Q3,27
Chandel,Manipur,2021,4,2021Q4,28
Chandel,Manipur,2022,1,2022Q1,29
Chandel,Manipur,2022,2,2022Q2,30
Chandel,Manipur,2022,3,2022Q3,31
Chandel,Manipur,2022,4,2022Q4,32
Chandel,Manipur,2023,1,2023Q1,33
Chandel,Manipur,2023,2,2023Q2,34
Chandel,Manipur,2023,3,2023Q3,35
Chandel,Manipur,2023,4,2023Q4,36
Chandel,Manipur,2024,1,2024Q1,37
Chandel,Manipur,2024,2,2024Q2,38
Chandel,Manipur,2024,3,2024Q3,39
Chandel,Manipur,2024,4,2024Q4,40
Churachandpur,Manipur,2015,1,2015Q1,1
Churachandpur,Manipur,2015,2,2015Q2,2
Churachandpur,Manipur,2015,3,2015Q3,3
Churachandpur,Manipur,2015,4,2015Q4,4
Churachandpur,Manipur,2016,1,2016Q1,5
Churachandpur,Manipur,2016,2,2016Q2,6
Churachandpur,Manipur,2016,3,2016Q3,7
Churachandpur,Manipur,2016,4,2016Q4,8
Churachandpur,Manipur,2017,1,2017Q1,9
Churachandpur,Manipur,2017,2,2017Q2,10
Churachandpur,Manipur,2017,3,2017Q3,11
Churachandpur,Manipur,2017,4,2017Q4,12
Churachandpur,Manipur,2018,1,2018Q1,13
Churachandpur,Manipur,2018,2,2018Q2,14
Churachandpur,Manipur,2018,3,2018Q3,15
Churachandpur,Manipur,2018,4,2018Q4,16
Churachandpur,Manipur,2019,1,2019Q1,17
Churachandpur,Manipur,2019,2,2019Q2,18
Churachandpur,Manipur,2019,3,2019Q3,19
Churachandpur,Manipur,2019,4,2019Q4,20
Churachandpur,Manipur,2020,1,2020Q1,21
Churachandpur,Manipur,2020,2,2020Q2,22
Churachandpur,Manipur,2020,3,2020Q3,23
Churachandpur,Manipur,2020,4,2020Q4,24
Churachandpur,Manipur,2021,1,2021Q1,25
Churachandpur,Manipur,2021,2,2021Q2,26
Churachandpur,Manipur,2021,3,2021Q3,27
Churachandpur,Manipur,2021,4,2021Q4,28
Churachandpur,Manipur,2022,1,2022Q1,29
Churachandpur,Manipur,2022,2,2022Q2,30
Churachandpur,Manipur,2022,3,2022Q3,31
Churachandpur,Manipur,2022,4,2022Q4,32
Churachandpur,Manipur,2023,1,2023Q1,33
Churachandpur,Manipur,2023,2,2023Q2,34
Churachandpur,Manipur,2023,3,2023Q3,35
Churachandpur,Manipur,2023,4,2023Q4,36
Churachandpur,Manipur,2024,1,2024Q1,37
Churachandpur,Manipur,2024,2,2024Q2,38
Churachandpur,Manipur,2024,3,2024Q3,39
Churachandpur,Manipur,2024,4,2024Q4,40
Imphal East,Manipur,2015,1,2015Q1,1
Imphal East,Manipur,2015,2,2015Q2,2
Imphal East,Manipur,2015,3,2015Q3,3
Imphal East,Manipur,2015,4,2015Q4,4
Imphal East,Manipur,2016,1,2016Q1,5
Imphal East,Manipur,2016,2,2016Q2,6
Imphal East,Manipur,2016,3,2016Q3,7
Imphal East,Manipur,2016,4,2016Q4,8
Imphal East,Manipur,2017,1,2017Q1,9
Imphal East,Manipur,2017,2,2017Q2,10
Imphal East,Manipur,2017,3,2017Q3,11
Imphal East,Manipur,2017,4,2017Q4,12
Imphal East,Manipur,2018,1,2018Q1,13
Imphal East,Manipur,2018,2,2018Q2,14
Imphal East,Manipur,2018,3,2018Q3,15
Imphal East,Manipur,2018,4,2018Q4,16
Imphal East,Manipur,2019,1,2019Q1,17
Imphal East,Manipur,2019,2,2019Q2,18
Imphal East,Manipur,2019,3,2019Q3,19
Imphal East,Manipur,2019,4,2019Q4,20
Imphal East,Manipur,2020,1,2020Q1,21
Imphal East,Manipur,2020,2,2020Q2,22
Imphal East,Manipur,2020,3,2020Q3,23
Imphal East,Manipur,2020,4,2020Q4,24
Imphal East,Manipur,2021,1,2021Q1,25
Imphal East,Manipur,2021,2,2021Q2,26
Imphal East,Manipur,2021,3,2021Q3,27
Imphal East,Manipur,2021,4,2021Q4,28
Imphal East,Manipur,2022,1,2022Q1,29
Imphal East,Manipur,2022,2,2022Q2,30
